                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.1327,                   1.01,                 1.2772,                0.85899,                0.83951,                0.90005,                0.64252,                 1.0131,                 1.0758,                 1.2605,              0.0099637,              0.0099637,              0.0099637
                     13,                 1.0895,                0.96293,                 1.2596,                0.89728,                0.67901,                0.76499,                0.55353,                 1.1374,                 1.3918,                 1.3293,              0.0099604,              0.0099604,              0.0099604
                     14,                 1.1183,                0.95398,                 1.2615,                0.88865,                 0.8642,                0.93552,                0.59488,                 1.2243,                 1.1941,                 1.4908,              0.0099571,              0.0099571,              0.0099571
                     15,                 1.1029,                0.87019,                 1.2505,                0.90841,                0.85722,                0.91682,                0.65222,                   1.06,                0.97449,                 1.3218,              0.0099538,              0.0099538,              0.0099538
                     16,                 1.0687,                0.91035,                 1.2238,                0.88212,                0.28395,                0.39306,                0.20754,                 2.0598,                 2.5824,                 2.6263,              0.0099505,              0.0099505,              0.0099505
                     17,                 1.0364,                0.84994,                 1.2107,                0.91638,                0.94709,                0.97695,                0.68634,                0.94761,                0.74588,                 1.2079,              0.0099472,              0.0099472,              0.0099472
                     18,                 1.0518,                0.85966,                 1.2275,                0.93667,                0.91306,                 0.9696,                0.71808,                0.94284,                0.64625,                 1.1922,              0.0099439,              0.0099439,              0.0099439
                     19,                 1.0089,                0.81723,                 1.1865,                0.96247,                0.94995,                0.97887,                0.74011,                0.89263,                0.65898,                  1.193,              0.0099406,              0.0099406,              0.0099406
                     20,                 1.0661,                0.83434,                 1.2167,                0.91399,                0.92593,                0.96257,                0.70472,                0.94856,                0.71168,                 1.2349,              0.0099373,              0.0099373,              0.0099373
                     21,                 1.0348,                0.78814,                 1.1879,                0.94816,                0.90322,                0.94139,                0.68848,                0.94388,                0.68392,                 1.2526,               0.009934,               0.009934,               0.009934
                     22,                 0.9933,                0.74945,                 1.1874,                0.89517,                0.82716,                0.86853,                0.59494,                 1.1665,                0.88256,                 1.4453,              0.0099307,              0.0099307,              0.0099307
                     23,                0.97831,                 0.7756,                 1.1826,                0.95926,                0.96296,                0.98767,                 0.7535,                0.86158,                0.65638,                 1.1402,              0.0099274,              0.0099274,              0.0099274
                     24,                  1.061,                0.78422,                 1.2232,                0.97417,                0.93111,                0.98471,                0.74899,                0.86723,                0.56413,                 1.1603,              0.0099241,              0.0099241,              0.0099241
                     25,                  1.035,                0.77329,                 1.2155,                0.93712,                0.91997,                 0.9608,                0.69751,                0.98666,                0.64898,                 1.2394,              0.0099208,              0.0099208,              0.0099208
                     26,                 1.0185,                 0.7537,                 1.2094,                      1,                0.98269,                0.98955,                0.73639,                0.88494,                 0.5272,                  1.147,              0.0099175,              0.0099175,              0.0099175
                     27,                0.98183,                 0.7354,                 1.1956,                0.95074,                0.93827,                0.97973,                0.72525,                0.91386,                0.57814,                 1.1918,              0.0099142,              0.0099142,              0.0099142
                     28,                0.97223,                0.71147,                 1.1805,                0.93649,                0.95062,                0.97229,                0.72543,                0.92538,                0.56897,                 1.1913,              0.0099109,              0.0099109,              0.0099109
                     29,                 1.0083,                0.74746,                 1.2037,                0.94485,                0.84608,                0.88614,                0.64099,                 1.0583,                0.78448,                 1.2861,              0.0099076,              0.0099076,              0.0099076
                     30,                 1.0034,                0.70329,                 1.1788,                0.96992,                0.91358,                0.98647,                0.73135,                0.94207,                0.57104,                 1.2102,              0.0099043,              0.0099043,              0.0099043
                     31,                0.98656,                0.75202,                 1.1978,                0.96724,                0.97531,                0.99143,                0.74956,                0.81196,                0.51481,                 1.1127,               0.009901,               0.009901,               0.009901
                     32,                0.94401,                0.71224,                 1.1652,                 0.9871,                0.94475,                0.99019,                0.74373,                 0.8919,                 0.5728,                 1.1702,              0.0098977,              0.0098977,              0.0098977
                     33,                0.99441,                0.72485,                 1.2033,                0.70721,                0.51852,                0.56742,                0.34064,                 1.7326,                 1.6588,                  2.044,              0.0098944,              0.0098944,              0.0098944
                     34,                 1.0241,                0.75103,                 1.2099,                0.96409,                0.99429,                 0.9933,                0.77006,                0.78446,                0.48035,                 1.1024,              0.0098911,              0.0098911,              0.0098911
                     35,                0.91542,                0.68402,                 1.1388,                0.97712,                0.95062,                0.98936,                 0.7666,                0.83299,                0.48573,                 1.1475,              0.0098878,              0.0098878,              0.0098878
                     36,                 1.0036,                0.71176,                 1.1861,                0.97014,                      1,                0.99427,                 0.7711,                0.84432,                0.47996,                 1.1281,              0.0098845,              0.0098845,              0.0098845
                     37,                0.97378,                0.70537,                 1.1814,                0.98169,                0.95062,                0.98986,                0.78873,                0.78849,                0.48334,                 1.1013,              0.0098812,              0.0098812,              0.0098812
                     38,                0.96372,                0.71243,                 1.1589,                0.95026,                0.94339,                0.97581,                0.75809,                0.84795,                0.48995,                 1.1546,              0.0098779,              0.0098779,              0.0098779
                     39,                0.97103,                0.70104,                 1.1905,                0.99444,                0.90123,                0.97978,                0.74424,                0.85772,                0.55847,                 1.1567,              0.0098746,              0.0098746,              0.0098746
                     40,                0.98033,                0.70169,                 1.2019,                0.98487,                0.95062,                0.97864,                0.75686,                0.89079,                0.47725,                 1.1641,              0.0098713,              0.0098713,              0.0098713
                     41,                0.92382,                0.65422,                 1.1467,                0.96275,                 0.9572,                0.97151,                0.74813,                0.82909,                0.49235,                 1.1523,               0.009868,               0.009868,               0.009868
                     42,                0.92533,                0.64971,                 1.1707,                0.96355,                      1,                 0.9901,                0.74958,                0.89216,                0.48704,                  1.187,              0.0098647,              0.0098647,              0.0098647
                     43,                0.95391,                 0.6882,                 1.1846,                0.85385,                0.79343,                0.83849,                0.60314,                 1.1277,                0.96123,                 1.4479,              0.0098614,              0.0098614,              0.0098614
                     44,                0.95199,                0.64254,                 1.1505,                 0.9598,                0.88431,                0.91914,                0.70425,                0.92119,                0.72536,                  1.221,              0.0098581,              0.0098581,              0.0098581
                     45,                0.96032,                 0.6743,                 1.1698,                0.95198,                0.93827,                0.97479,                0.74869,                 0.8308,                0.53701,                 1.1312,              0.0098548,              0.0098548,              0.0098548
                     46,                0.90343,                0.61707,                 1.1485,                0.96075,                0.90671,                0.98232,                0.75467,                0.87124,                0.53778,                 1.1648,              0.0098515,              0.0098515,              0.0098515
                     47,                0.86668,                0.62604,                 1.1345,                0.98276,                0.96296,                0.99211,                0.76679,                0.85801,                0.45658,                 1.1563,              0.0098482,              0.0098482,              0.0098482
                     48,                0.95919,                0.67216,                 1.1783,                0.95393,                0.95062,                0.96091,                0.72445,                 0.9232,                0.52176,                 1.1866,              0.0098449,              0.0098449,              0.0098449
                     49,                0.93009,                 0.6417,                 1.1566,                0.97729,                0.96296,                0.98923,                0.74363,                0.90475,                0.49977,                 1.1656,              0.0098416,              0.0098416,              0.0098416
                     50,                0.94554,                0.64868,                 1.1836,                0.96959,                0.98765,                0.99088,                 0.7557,                0.87374,                0.47743,                 1.1686,              0.0098383,              0.0098383,              0.0098383
                     51,                0.89643,                0.60311,                 1.1508,                0.97508,                0.96613,                0.99166,                0.76262,                 0.8604,                 0.4943,                 1.1915,               0.009835,               0.009835,               0.009835
                     52,                0.92399,                0.62737,                 1.1626,                0.94877,                0.97531,                 0.9795,                0.76207,                0.80371,                0.48256,                  1.117,              0.0098317,              0.0098317,              0.0098317
                     53,                0.91994,                0.61648,                  1.144,                0.94014,                0.98765,                0.98901,                0.76781,                0.78615,                0.49184,                 1.1294,              0.0098284,              0.0098284,              0.0098284
                     54,                0.94155,                0.65964,                 1.1584,                 0.9321,                0.96296,                0.96788,                0.78342,                0.77109,                0.46963,                 1.1265,              0.0098251,              0.0098251,              0.0098251
                     55,                0.87214,                0.61433,                  1.147,                 0.9607,                0.96296,                0.99009,                 0.8018,                0.78793,                0.48598,                 1.1327,              0.0098218,              0.0098218,              0.0098218
                     56,                0.91622,                0.62647,                 1.1657,                0.97287,                0.92593,                0.97387,                0.77978,                0.75064,                0.55366,                 1.0648,              0.0098185,              0.0098185,              0.0098185
                     57,                0.89407,                0.61644,                 1.1378,                0.97395,                0.92593,                0.97529,                0.78947,                0.74732,                0.50362,                 1.0742,              0.0098152,              0.0098152,              0.0098152
                     58,                0.88303,                0.61375,                 1.1453,                0.93909,                0.98765,                0.98236,                0.78467,                0.75353,                0.42804,                 1.0785,              0.0098119,              0.0098119,              0.0098119
                     59,                0.92847,                0.62171,                 1.1736,                 0.9389,                0.98765,                0.99029,                0.78251,                0.80584,                0.46137,                    1.1,              0.0098086,              0.0098086,              0.0098086
                     60,                0.87279,                0.58751,                 1.1437,                0.94669,                0.96296,                0.97487,                 0.7579,                0.92495,                0.52815,                  1.166,              0.0098053,              0.0098053,              0.0098053
                     61,                0.88616,                 0.6223,                 1.1305,                  0.986,                0.91358,                0.97073,                0.72292,                0.92223,                0.50994,                 1.2003,               0.009802,               0.009802,               0.009802
                     62,                0.89799,                0.59873,                 1.1385,                0.99698,                      1,                  0.995,                0.75453,                0.85968,                0.43228,                 1.1463,              0.0097987,              0.0097987,              0.0097987
                     63,                0.87869,                0.60038,                  1.118,                0.99827,                0.97531,                0.99452,                0.78124,                0.81269,                0.43715,                 1.1311,              0.0097954,              0.0097954,              0.0097954
                     64,                0.92253,                0.61571,                 1.1527,                0.95145,                0.96791,                0.97935,                 0.7888,                0.76697,                0.44736,                 1.0942,              0.0097921,              0.0097921,              0.0097921
                     65,                0.88412,                0.60432,                 1.1234,                0.95198,                0.97899,                0.97997,                 0.7843,                0.76104,                0.43646,                 1.1008,              0.0097888,              0.0097888,              0.0097888
                     66,                0.91631,                0.60752,                 1.1492,                0.99202,                0.98765,                0.99488,                0.79699,                0.75984,                0.42405,                 1.0975,              0.0097855,              0.0097855,              0.0097855
                     67,                0.90403,                0.58926,                 1.1504,                0.96267,                0.96296,                0.98462,                0.77953,                0.78145,                0.49258,                 1.0954,              0.0097822,              0.0097822,              0.0097822
                     68,                0.85696,                0.57972,                 1.1145,                0.95786,                0.95062,                0.97736,                0.75153,                0.81668,                0.50531,                 1.1287,              0.0097789,              0.0097789,              0.0097789
                     69,                0.89974,                0.61457,                 1.1538,                0.97456,                0.94592,                0.97689,                0.77919,                 0.7731,                0.50852,                 1.0905,              0.0097756,              0.0097756,              0.0097756
                     70,                0.87055,                0.58355,                 1.1311,                0.97436,                0.97531,                0.97839,                0.78882,                0.78368,                0.43037,                 1.1006,              0.0097723,              0.0097723,              0.0097723
                     71,                0.87107,                0.58586,                 1.1151,                 0.9991,                0.98765,                0.99271,                0.78443,                0.81421,                0.42321,                 1.1305,               0.009769,               0.009769,               0.009769
                     72,                0.84903,                0.58408,                 1.1035,                0.97332,                0.96296,                0.97865,                0.75966,                0.83344,                0.55351,                  1.168,              0.0097657,              0.0097657,              0.0097657
                     73,                0.89374,                0.60083,                 1.1313,                0.97556,                0.98558,                0.99301,                0.78633,                0.81372,                0.44537,                 1.1332,              0.0097624,              0.0097624,              0.0097624
                     74,                0.89479,                0.60581,                 1.1552,                0.99672,                0.97531,                0.99452,                0.76218,                0.83562,                0.42649,                 1.1512,              0.0097591,              0.0097591,              0.0097591
                     75,                0.89836,                0.58905,                 1.1436,                0.96405,                0.99309,                0.98538,                0.77182,                 0.8062,                0.44968,                 1.1302,              0.0097558,              0.0097558,              0.0097558
                     76,                0.88273,                0.58531,                 1.1353,                0.97561,                 0.9875,                0.99301,                0.77871,                0.76647,                0.45386,                 1.1054,              0.0097525,              0.0097525,              0.0097525
                     77,                0.83496,                0.56215,                 1.1146,                0.97261,                0.98765,                0.98002,                0.78761,                0.77017,                0.39806,                 1.1059,              0.0097492,              0.0097492,              0.0097492
                     78,                0.83234,                0.53651,                 1.0922,                      1,                 0.9995,                  0.995,                0.79985,                0.78076,                0.38299,                 1.1099,              0.0097459,              0.0097459,              0.0097459
                     79,                0.88316,                0.57176,                  1.139,                0.96376,                0.98511,                0.97729,                0.77109,                0.83139,                0.41392,                 1.1503,              0.0097426,              0.0097426,              0.0097426
                     80,                0.85957,                  0.578,                 1.1071,                0.96936,                0.96296,                0.97034,                0.75174,                0.87288,                0.44118,                 1.1858,              0.0097393,              0.0097393,              0.0097393
                     81,                0.88425,                0.59485,                 1.1346,                0.96367,                0.98236,                0.97512,                0.76906,                0.78655,                 0.4072,                 1.1244,               0.009736,               0.009736,               0.009736
                     82,                0.85533,                0.56826,                 1.1155,                0.95175,                      1,                0.99242,                0.77573,                0.80943,                0.41761,                 1.1242,              0.0097327,              0.0097327,              0.0097327
                     83,                0.83079,                0.55533,                 1.0973,                0.96295,                      1,                0.98417,                0.77955,                0.76189,                0.40734,                 1.1036,              0.0097294,              0.0097294,              0.0097294
                     84,                0.87229,                0.58017,                 1.1383,                0.96165,                0.96296,                0.97979,                 0.7585,                0.82351,                0.44832,                 1.1175,              0.0097261,              0.0097261,              0.0097261
                     85,                0.85668,                0.56762,                 1.1154,                0.96113,                0.95062,                0.97943,                0.73939,                0.85433,                0.46196,                  1.162,              0.0097228,              0.0097228,              0.0097228
                     86,                0.85666,                0.55525,                 1.1305,                0.96335,                 0.9735,                0.98337,                0.78247,                0.76936,                0.46843,                 1.1155,              0.0097195,              0.0097195,              0.0097195
                     87,                0.85497,                0.55475,                 1.1257,                0.96331,                0.97257,                0.99226,                0.79901,                0.77893,                0.43669,                 1.1155,              0.0097162,              0.0097162,              0.0097162
                     88,                0.86183,                0.57294,                 1.1259,                0.95158,                      1,                0.99269,                0.78741,                0.78935,                0.44368,                 1.1004,              0.0097129,              0.0097129,              0.0097129
                     89,                0.84418,                0.56081,                 1.0951,                 0.9753,                0.97483,                0.97839,                0.78004,                0.79155,                0.40903,                  1.125,              0.0097096,              0.0097096,              0.0097096
                     90,                0.82276,                0.54505,                 1.1095,                0.96321,                0.98765,                0.97954,                 0.7686,                0.81153,                 0.3958,                 1.1225,              0.0097063,              0.0097063,              0.0097063
                     91,                0.85533,                0.54732,                 1.1207,                0.97399,                0.95062,                0.96962,                0.76282,                0.85995,                0.43641,                 1.1401,               0.009703,               0.009703,               0.009703
                     92,                 0.8313,                0.56177,                 1.1145,                0.98575,                0.97531,                0.97947,                0.80645,                0.77846,                0.41259,                 1.1003,              0.0096997,              0.0096997,              0.0096997
                     93,                0.84684,                 0.5734,                 1.1006,                0.97109,                0.92593,                0.98028,                0.80349,                0.75701,                0.42656,                 1.1011,              0.0096964,              0.0096964,              0.0096964
                     94,                0.81792,                0.55817,                 1.0978,                0.96283,                0.95952,                0.98283,                0.81197,                0.74029,                0.40012,                 1.0931,              0.0096931,              0.0096931,              0.0096931
                     95,                0.82859,                0.55063,                 1.1206,                0.96096,                0.93827,                 0.9721,                0.79303,                0.77501,                0.43132,                 1.1195,              0.0096898,              0.0096898,              0.0096898
                     96,                0.84871,                0.56277,                 1.1048,                0.96189,                0.93494,                0.96341,                0.75147,                 0.8329,                0.49866,                 1.1456,              0.0096865,              0.0096865,              0.0096865
                     97,                0.83989,                0.55766,                 1.1083,                0.98602,                0.97531,                0.99141,                0.79491,                0.81107,                0.40757,                 1.1498,              0.0096832,              0.0096832,              0.0096832
                     98,                0.84273,                0.54397,                 1.1204,                0.98053,                      1,                0.99415,                0.77377,                0.79911,                0.43146,                 1.1407,              0.0096799,              0.0096799,              0.0096799
                     99,                0.87948,                 0.5498,                 1.1197,                0.97419,                0.98765,                0.98431,                0.77534,                0.83506,                0.41903,                 1.1636,              0.0096766,              0.0096766,              0.0096766
                    100,                0.79488,                0.53288,                 1.0872,                0.97403,                0.97531,                0.98159,                0.75438,                0.87438,                0.44429,                 1.1952,              0.0096733,              0.0096733,              0.0096733
                    101,                0.78289,                0.51954,                 1.0891,                0.99924,                      1,                  0.995,                0.77481,                0.85923,                0.39504,                 1.1739,                0.00967,                0.00967,                0.00967
                    102,                0.86568,                0.54387,                  1.135,                0.98263,                0.98765,                0.98492,                0.79183,                0.77994,                0.40166,                  1.122,              0.0096667,              0.0096667,              0.0096667
                    103,                0.84315,                0.53376,                 1.1107,                0.98747,                0.97291,                0.99318,                0.76551,                0.83101,                0.39877,                 1.1596,              0.0096634,              0.0096634,              0.0096634
                    104,                0.82136,                0.53771,                 1.0926,                0.97297,                0.97531,                0.97774,                0.78259,                0.77516,                0.40844,                 1.1018,              0.0096601,              0.0096601,              0.0096601
                    105,                 0.8806,                0.59119,                 1.1421,                0.97496,                0.96158,                0.98166,                0.78682,                0.83719,                0.42044,                 1.1583,              0.0096568,              0.0096568,              0.0096568
                    106,                0.79457,                0.55169,                 1.0898,                0.98716,                0.94946,                0.98193,                0.79135,                0.79782,                 0.4339,                 1.1266,              0.0096535,              0.0096535,              0.0096535
                    107,                 0.8012,                0.53021,                 1.1068,                0.96103,                0.96296,                0.97952,                0.80036,                0.73544,                0.41907,                 1.0903,              0.0096502,              0.0096502,              0.0096502
                    108,                0.84088,                0.55228,                  1.109,                0.99764,                0.97531,                 0.9912,                0.81939,                0.72606,                 0.3948,                 1.0871,              0.0096469,              0.0096469,              0.0096469
                    109,                0.82761,                0.53856,                 1.1059,                0.98667,                0.97531,                0.98155,                0.79363,                0.79888,                0.41809,                 1.1261,              0.0096436,              0.0096436,              0.0096436
                    110,                0.80386,                0.51132,                 1.0886,                      1,                0.99874,                  0.995,                0.80126,                0.83765,                0.37482,                 1.1675,              0.0096403,              0.0096403,              0.0096403
                    111,                0.87186,                0.53905,                 1.1518,                0.96261,                0.98765,                0.99191,                0.77175,                0.86887,                0.39286,                 1.1837,               0.009637,               0.009637,               0.009637
                    112,                0.81381,                0.51889,                 1.0995,                0.96049,                0.90049,                0.94925,                0.71874,                0.96077,                0.60597,                  1.266,              0.0096337,              0.0096337,              0.0096337
                    113,                0.80114,                0.49385,                 1.0974,                0.97551,                0.98356,                0.98748,                 0.7895,                0.77885,                0.42125,                 1.1139,              0.0096304,              0.0096304,              0.0096304
                    114,                0.82006,                0.51786,                 1.1043,                 0.9635,                0.97765,                0.98889,                0.78367,                0.74462,                0.40915,                 1.0696,              0.0096271,              0.0096271,              0.0096271
                    115,                0.78995,                0.50778,                 1.0799,                0.99919,                0.93827,                0.98306,                0.79467,                0.80371,                0.44371,                 1.1105,              0.0096238,              0.0096238,              0.0096238
                    116,                0.80399,                0.52351,                 1.0835,                0.98623,                0.96296,                0.96751,                0.77117,                0.80012,                0.46008,                  1.102,              0.0096205,              0.0096205,              0.0096205
                    117,                0.79879,                0.51866,                 1.0755,                      1,                0.96186,                0.97007,                0.77335,                 0.8304,                0.47499,                 1.1188,              0.0096172,              0.0096172,              0.0096172
                    118,                0.83127,                0.51727,                 1.1087,                 0.9629,                0.96135,                0.98448,                0.79015,                 0.7788,                0.44011,                 1.0938,              0.0096139,              0.0096139,              0.0096139
                    119,                0.77749,                0.50609,                 1.0825,                0.96099,                0.95062,                0.97231,                0.79296,                 0.7857,                0.42091,                 1.1316,              0.0096106,              0.0096106,              0.0096106
                    120,                0.79568,                0.50913,                 1.0929,                0.95007,                0.97531,                0.97927,                0.79292,                0.78407,                0.40121,                 1.1182,              0.0096073,              0.0096073,              0.0096073
                    121,                 0.8259,                 0.5254,                 1.1119,                0.98484,                0.98765,                0.99355,                0.79251,                0.79871,                 0.3914,                 1.1058,               0.009604,               0.009604,               0.009604
                    122,                0.84345,                0.53325,                 1.1149,                 0.9634,                      1,                 0.9934,                0.80627,                 0.7967,                0.38952,                 1.1116,              0.0096007,              0.0096007,              0.0096007
                    123,                0.79722,                0.52163,                 1.0887,                      1,                0.98705,                0.99442,                0.81342,                0.75441,                0.41378,                 1.0964,              0.0095974,              0.0095974,              0.0095974
                    124,                0.81142,                0.53651,                  1.089,                0.97959,                      1,                  0.995,                0.78059,                0.80065,                0.40947,                 1.1349,              0.0095941,              0.0095941,              0.0095941
                    125,                0.80625,                0.52786,                 1.0872,                0.97379,                0.98765,                0.99394,                0.78633,                0.82349,                0.39731,                 1.1464,              0.0095908,              0.0095908,              0.0095908
                    126,                0.81179,                0.52849,                 1.0981,                 0.9999,                0.97531,                0.98632,                0.78274,                0.82989,                0.42226,                 1.1247,              0.0095875,              0.0095875,              0.0095875
                    127,                 0.7862,                0.50451,                 1.0946,                0.97491,                0.98765,                0.98622,                0.79156,                 0.8348,                0.44041,                 1.1366,              0.0095842,              0.0095842,              0.0095842
                    128,                0.77725,                0.48875,                 1.0754,                      1,                0.97206,                0.99406,                0.79694,                0.80086,                0.38233,                  1.142,              0.0095809,              0.0095809,              0.0095809
                    129,                0.81172,                0.52961,                 1.1047,                0.97574,                 0.9933,                0.99428,                0.76383,                0.86178,                0.40821,                 1.1611,              0.0095776,              0.0095776,              0.0095776
                    130,                0.79149,                0.49749,                 1.1009,                 0.9873,                0.95943,                0.98206,                0.78971,                 0.7808,                 0.4369,                 1.1469,              0.0095743,              0.0095743,              0.0095743
                    131,                0.77354,                0.50407,                 1.0661,                0.98733,                0.96239,                0.98964,                0.79609,                0.79617,                  0.407,                 1.1254,               0.009571,               0.009571,               0.009571
                    132,                0.80282,                0.53601,                 1.0849,                0.98734,                0.96264,                0.97534,                0.77828,                0.83962,                0.43352,                 1.1326,              0.0095677,              0.0095677,              0.0095677
                    133,                0.76987,                0.49622,                 1.0675,                      1,                0.97433,                0.98417,                0.79897,                0.76855,                0.39788,                 1.1213,              0.0095644,              0.0095644,              0.0095644
                    134,                0.80781,                0.51138,                  1.095,                 0.9988,                0.95062,                0.97693,                 0.8033,                0.75707,                0.47276,                 1.1286,              0.0095611,              0.0095611,              0.0095611
                    135,                0.78045,                0.53109,                 1.0809,                      1,                0.94685,                0.97473,                0.79416,                0.76605,                0.45604,                 1.1113,              0.0095578,              0.0095578,              0.0095578
                    136,                0.77874,                0.49625,                 1.0917,                0.97522,                0.97195,                0.98344,                0.75791,                0.84177,                0.44983,                 1.1621,              0.0095545,              0.0095545,              0.0095545
                    137,                 0.8083,                0.50323,                 1.1027,                0.99634,                0.97531,                 0.9823,                 0.7716,                 0.7986,                0.42324,                 1.1137,              0.0095512,              0.0095512,              0.0095512
                    138,                0.80061,                0.49428,                  1.091,                0.96958,                0.96296,                0.98309,                0.79866,                0.80713,                0.42264,                 1.1212,              0.0095479,              0.0095479,              0.0095479
                    139,                0.76965,                0.49079,                 1.0578,                0.95165,                0.97199,                0.99124,                0.79415,                0.77245,                0.43595,                 1.0956,              0.0095446,              0.0095446,              0.0095446
                    140,                0.79452,                0.50117,                 1.0831,                0.93898,                0.94983,                0.98321,                0.77639,                0.80487,                0.43306,                 1.1323,              0.0095413,              0.0095413,              0.0095413
                    141,                0.78484,                0.49242,                 1.0901,                0.96195,                0.98765,                0.99305,                0.79985,                0.76895,                0.38029,                 1.1002,               0.009538,               0.009538,               0.009538
                    142,                0.75745,                0.49245,                 1.0889,                0.96322,                0.96987,                0.99207,                0.80804,                0.75306,                 0.4209,                  1.073,              0.0095347,              0.0095347,              0.0095347
                    143,                0.79122,                0.51433,                 1.0926,                0.97248,                0.97531,                0.98355,                0.78622,                0.78534,                0.41098,                 1.0792,              0.0095314,              0.0095314,              0.0095314
                    144,                0.78283,                0.50575,                 1.0908,                0.99788,                0.96296,                0.98579,                0.81346,                0.71352,                0.40456,                 1.0615,              0.0095281,              0.0095281,              0.0095281
                    145,                0.78926,                0.51211,                  1.072,                0.97523,                0.97231,                0.99202,                0.80515,                0.75963,                 0.3991,                 1.0967,              0.0095248,              0.0095248,              0.0095248
                    146,                0.73766,                0.49929,                 1.0491,                0.97545,                0.98094,                0.99337,                 0.8016,                0.75638,                0.41569,                 1.0881,              0.0095215,              0.0095215,              0.0095215
                    147,                0.77799,                 0.5175,                 1.0759,                0.98519,                0.93827,                0.98243,                0.76136,                 0.8577,                0.44855,                 1.1573,              0.0095182,              0.0095182,              0.0095182
                    148,                0.78243,                0.49929,                  1.085,                  0.987,                0.93734,                 0.9709,                0.76964,                0.83011,                 0.4627,                 1.1463,              0.0095149,              0.0095149,              0.0095149
                    149,                0.74751,                0.49379,                 1.0682,                0.96337,                0.97415,                0.97717,                0.79924,                0.80245,                0.41769,                 1.1001,              0.0095116,              0.0095116,              0.0095116
                    150,                0.78043,                0.46612,                 1.0869,                0.99799,                0.96296,                0.98587,                0.81464,                 0.7364,                 0.4156,                 1.0622,              0.0095083,              0.0095083,              0.0095083
                    151,                0.75839,                0.47681,                 1.0674,                0.98523,                0.95062,                0.97624,                0.81027,                0.73346,                0.41402,                 1.0666,               0.009505,               0.009505,               0.009505
                    152,                0.78866,                0.50287,                 1.0886,                0.97209,                0.95062,                0.96813,                0.79931,                0.77164,                0.41462,                 1.0863,              0.0095017,              0.0095017,              0.0095017
                    153,                0.77158,                  0.514,                 1.0976,                0.98747,                0.97282,                0.97553,                0.79746,                0.74533,                0.41472,                 1.0934,              0.0094984,              0.0094984,              0.0094984
                    154,                0.76396,                0.48987,                 1.0643,                0.98452,                0.96296,                0.98552,                0.77107,                0.86529,                0.41513,                 1.1775,              0.0094951,              0.0094951,              0.0094951
                    155,                0.75393,                0.49098,                 1.0561,                0.97527,                0.97376,                0.98494,                0.78858,                0.83393,                0.39839,                 1.1774,              0.0094918,              0.0094918,              0.0094918
                    156,                0.77369,                0.48923,                 1.0818,                0.97556,                 0.9855,                0.99106,                0.76651,                0.85609,                0.41893,                 1.1698,              0.0094885,              0.0094885,              0.0094885
                    157,                0.75405,                0.49349,                 1.0684,                      1,                0.97442,                0.99337,                 0.8036,                0.75519,                0.39922,                 1.0908,              0.0094852,              0.0094852,              0.0094852
