                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.85595,                0.61676,                 1.1435,                0.97456,                0.96296,                0.97606,                 0.7866,                0.69172,                 0.4243,                 1.0758,              0.0005744,              0.0005744,              0.0005744
                     38,                0.86401,                0.62223,                 1.1253,                0.96899,                0.96296,                 0.9929,                0.76903,                0.71649,                0.41211,                 1.0734,              0.0005348,              0.0005348,              0.0005348
                     39,                 0.8203,                0.60001,                 1.1313,                0.97355,                0.98765,                0.99214,                0.79156,                0.69764,                0.40198,                 1.0768,              0.0004952,              0.0004952,              0.0004952
                     40,                0.84549,                 0.6188,                 1.1296,                0.98664,                0.98765,                0.99187,                0.78746,                0.71414,                0.39328,                 1.0759,              0.0004556,              0.0004556,              0.0004556
                     41,                0.60996,                0.44895,                0.99384,                 0.9737,                0.98765,                0.98378,                0.80361,                0.66803,                0.40155,                 1.0472,               0.000416,               0.000416,               0.000416
                     42,                 0.6006,                  0.414,                0.99076,                0.98536,                0.97531,                0.98907,                0.80875,                0.69616,                0.40818,                 1.0549,              0.0003764,              0.0003764,              0.0003764
                     43,                0.59471,                 0.4031,                 1.0045,                0.98611,                0.97531,                0.98744,                0.79661,                0.69807,                0.40668,                 1.0543,              0.0003368,              0.0003368,              0.0003368
                     44,                0.62072,                0.38765,                 1.0033,                0.97252,                0.96296,                0.97929,                0.80513,                0.70133,                0.40203,                 1.0554,              0.0002972,              0.0002972,              0.0002972
                     45,                 0.5968,                0.38343,                  0.975,                0.96285,                0.98765,                0.98021,                0.80341,                0.67464,                0.38459,                 1.0508,              0.0002576,              0.0002576,              0.0002576
                     46,                0.58022,                0.36179,                0.98021,                0.98779,                0.99884,                0.99402,                0.80814,                0.67641,                0.37789,                 1.0536,               0.000218,               0.000218,               0.000218
                     47,                0.55846,                0.36442,                 0.9677,                0.97443,                0.97531,                0.98085,                0.80599,                0.68774,                0.38074,                 1.0746,              0.0001784,              0.0001784,              0.0001784
                     48,                0.57541,                0.36552,                0.98083,                0.98779,                0.99867,                0.99427,                 0.8098,                0.69793,                0.37405,                 1.0746,              0.0001388,              0.0001388,              0.0001388
                     49,                0.54089,                0.35858,                0.97019,                0.96189,                0.97531,                0.98253,                0.81336,                0.68419,                0.37479,                 1.0711,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.54589,                0.34812,                0.96893,                0.97493,                0.98765,                0.99403,                0.81293,                0.68065,                0.37038,                 1.0735,               5.96e-05,               5.96e-05,               5.96e-05
