                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.99519,                0.96454,                 1.1641,                0.92625,                0.77529,                0.90979,                0.64485,                0.95162,                 1.7821,                 1.2201,              0.0082644,              0.0082644,              0.0082644
                     15,                 1.0442,                0.99942,                 1.2194,                0.94327,                0.82113,                0.90648,                0.66128,                0.96443,                 1.3846,                 1.2216,              0.0088589,              0.0088589,              0.0088589
                     16,                 1.0431,                0.95458,                 1.2507,                0.69004,                0.38272,                0.47106,                0.25034,                 1.7375,                 2.2822,                 2.2229,               0.009453,               0.009453,               0.009453
                     17,                 1.0393,                 1.0306,                 1.2734,                0.84398,                 0.6011,                0.73778,                0.43408,                   1.33,                 1.6671,                 1.6793,              0.0099472,              0.0099472,              0.0099472
                     18,                 1.0773,                 0.9573,                 1.2363,                 0.8418,                0.55556,                0.67305,                0.36497,                  1.506,                 1.8825,                 1.8903,              0.0099439,              0.0099439,              0.0099439
                     19,                 1.0761,                 0.9519,                  1.255,                0.48136,                0.30864,                0.30107,                0.14904,                 1.9902,                 2.3489,                 2.3512,              0.0099406,              0.0099406,              0.0099406
                     20,                  1.066,                0.95584,                 1.2714,                0.32999,                0.34568,                0.27041,                0.12536,                 2.0579,                 2.9491,                 2.4661,              0.0099373,              0.0099373,              0.0099373
                     21,                 1.0816,                0.91584,                 1.2364,                0.29257,                 0.2716,                0.21919,                0.07538,                 2.2924,                 2.5652,                 2.5657,               0.009934,               0.009934,               0.009934
                     22,                 1.0817,                0.89789,                 1.2345,                0.09258,                0.25926,                0.06252,                0.01805,                 3.2456,                 4.4332,                 4.7814,              0.0099307,              0.0099307,              0.0099307
                     23,                 1.0821,                0.91842,                 1.2875,                0.52412,                0.30864,                0.33388,                 0.1617,                 1.8855,                 3.0304,                 2.3272,              0.0099274,              0.0099274,              0.0099274
                     24,                 1.1404,                0.95844,                 1.2805,                0.19841,                 0.2716,                0.21281,                0.10834,                 1.9528,                 3.9002,                 2.1019,              0.0099241,              0.0099241,              0.0099241
                     25,                 1.0885,                0.86995,                 1.2547,                0.50526,                0.45679,                 0.4436,                0.26214,                 1.4692,                 2.5585,                 1.7247,              0.0099208,              0.0099208,              0.0099208
                     26,                  1.047,                0.82038,                 1.1993,                  0.724,                0.49383,                0.54929,                0.36267,                 1.4554,                 2.6688,                 1.7256,              0.0099175,              0.0099175,              0.0099175
                     27,                 1.0342,                0.83529,                 1.2097,                0.62986,                 0.5679,                0.54777,                0.29181,                 1.5277,                 3.2783,                 1.8561,              0.0099142,              0.0099142,              0.0099142
                     28,                 1.0228,                0.78525,                 1.1924,                0.25736,                0.44444,                0.25425,                0.12776,                  1.951,                 3.2346,                 2.1959,              0.0099109,              0.0099109,              0.0099109
                     29,                 1.0465,                0.78285,                 1.1996,                0.24675,                0.44444,                0.19592,                0.07463,                 2.3761,                 3.2927,                 3.3497,              0.0099076,              0.0099076,              0.0099076
                     30,                 1.0094,                0.78647,                 1.2002,                0.83023,                0.66415,                0.79024,                0.50582,                 1.2524,                 1.8678,                 1.5858,              0.0099043,              0.0099043,              0.0099043
                     31,                 1.0408,                0.78783,                 1.2121,                0.65982,                 0.7284,                0.68686,                0.36346,                 1.6228,                  1.547,                 2.0332,               0.009901,               0.009901,               0.009901
                     32,                 1.0771,                0.82896,                 1.2268,                0.74009,                 0.1358,                 0.1613,                0.08821,                 2.2527,                 3.2734,                    3.1,              0.0098977,              0.0098977,              0.0098977
                     33,                 1.0756,                0.78653,                 1.2229,                0.53084,                0.67901,                0.58512,                  0.309,                 1.6956,                 1.6271,                 1.8947,              0.0098944,              0.0098944,              0.0098944
                     34,                 1.0485,                0.75459,                 1.2042,                0.69602,                0.58025,                0.59871,                0.30057,                 1.6056,                 1.6599,                 1.8804,              0.0098911,              0.0098911,              0.0098911
                     35,                 1.0427,                0.77553,                 1.2069,                0.81092,                0.68834,                0.77645,                0.42867,                 1.5179,                 1.5685,                 1.8265,              0.0098878,              0.0098878,              0.0098878
                     36,                0.99102,                0.74827,                 1.1716,                0.68058,                0.77778,                0.72817,                0.40631,                 1.3834,                 1.2723,                 1.7232,              0.0098845,              0.0098845,              0.0098845
                     37,                 1.0136,                0.74874,                 1.2111,                0.82484,                0.64198,                0.71424,                0.44205,                 1.3896,                 1.3776,                 1.6779,              0.0098812,              0.0098812,              0.0098812
                     38,                 1.0275,                0.75225,                 1.2162,                0.83616,                0.58025,                0.70064,                0.39222,                 1.6731,                 1.3721,                 1.8521,              0.0098779,              0.0098779,              0.0098779
                     39,                 1.0062,                 0.7436,                 1.2115,                0.79182,                0.60494,                0.66362,                0.36602,                 1.7817,                 1.6585,                 2.0736,              0.0098746,              0.0098746,              0.0098746
                     40,                0.94772,                0.74123,                 1.1764,                0.59002,                 0.4321,                0.42719,                0.17377,                 2.5614,                 2.9623,                 3.5935,              0.0098713,              0.0098713,              0.0098713
                     41,                0.99409,                0.76237,                 1.1912,                0.55498,                0.54321,                0.51561,                0.24256,                 1.8238,                 2.4376,                 2.2238,               0.009868,               0.009868,               0.009868
                     42,                0.95962,                0.72781,                 1.1932,                0.74769,                0.41975,                0.49159,                0.26173,                   1.95,                 2.5857,                 2.3484,              0.0098647,              0.0098647,              0.0098647
                     43,                 1.0284,                 0.7572,                  1.201,                0.76447,                0.80144,                0.78629,                0.49323,                 1.2737,                 1.6139,                 1.5929,              0.0098614,              0.0098614,              0.0098614
                     44,                0.98126,                0.69159,                 1.1762,                0.76947,                0.61728,                0.67173,                0.35116,                 1.7729,                 2.2072,                 2.0916,              0.0098581,              0.0098581,              0.0098581
                     45,                0.97014,                 0.6843,                 1.1607,                0.87057,                0.90123,                 0.9149,                0.62827,                 1.1102,                 1.0624,                 1.3398,              0.0098548,              0.0098548,              0.0098548
                     46,                0.99565,                0.69368,                 1.1884,                0.94686,                0.87992,                0.92899,                0.67193,                 1.0265,                0.90012,                 1.2633,              0.0098515,              0.0098515,              0.0098515
                     47,                 0.9783,                0.67789,                 1.1782,                0.89501,                0.84199,                0.93547,                0.67312,                0.99937,                0.85456,                 1.2356,              0.0098482,              0.0098482,              0.0098482
                     48,                 1.0056,                0.71008,                 1.1963,                0.91989,                0.92593,                0.95111,                0.68931,                0.94403,                0.85883,                 1.2005,              0.0098449,              0.0098449,              0.0098449
                     49,                0.95699,                0.66035,                 1.1722,                0.88422,                0.91358,                0.94472,                0.71836,                0.90694,                0.97929,                 1.1794,              0.0098416,              0.0098416,              0.0098416
                     50,                0.94539,                0.67666,                 1.1743,                0.35561,                0.38837,                 0.3455,                 0.1932,                  1.836,                 2.2816,                 1.9746,              0.0098383,              0.0098383,              0.0098383
                     51,                0.95304,                0.69053,                 1.1815,                0.80866,                0.62618,                0.69289,                0.41606,                 1.4736,                 1.2941,                 1.7184,               0.009835,               0.009835,               0.009835
                     52,                0.93345,                0.63039,                 1.1591,                0.88028,                0.76543,                0.84694,                0.60484,                 1.1487,                0.90981,                 1.4041,              0.0098317,              0.0098317,              0.0098317
                     53,                 0.9596,                0.65081,                 1.1991,                0.91093,                0.90123,                0.92233,                 0.6533,                 1.0405,                0.71856,                 1.2914,              0.0098284,              0.0098284,              0.0098284
                     54,                 0.9108,                0.64303,                 1.1873,                0.86507,                0.87067,                0.90696,                0.62164,                 1.1361,                0.70526,                 1.3601,              0.0098251,              0.0098251,              0.0098251
                     55,                0.99556,                0.65117,                 1.2112,                0.90694,                 0.9625,                 0.9614,                0.68776,                0.98473,                0.66463,                 1.2097,              0.0098218,              0.0098218,              0.0098218
                     56,                0.93984,                0.64879,                 1.1581,                0.95024,                0.96296,                0.97522,                0.71604,                0.94014,                0.74905,                 1.1961,              0.0098185,              0.0098185,              0.0098185
                     57,                0.92063,                0.62388,                 1.1631,                0.95951,                0.96296,                0.97961,                0.75243,                0.82216,                0.76802,                 1.1216,              0.0098152,              0.0098152,              0.0098152
                     58,                0.93268,                0.62986,                 1.1566,                 0.9291,                0.97531,                0.98533,                0.72249,                0.90138,                0.80198,                 1.1628,              0.0098119,              0.0098119,              0.0098119
                     59,                0.93202,                0.65217,                 1.1537,                0.96354,                0.97878,                0.97852,                0.72195,                0.88007,                0.63006,                 1.1554,              0.0098086,              0.0098086,              0.0098086
                     60,                0.98787,                0.67757,                 1.2201,                0.90711,                0.96445,                0.95702,                0.70284,                0.90529,                0.64773,                 1.1932,              0.0098053,              0.0098053,              0.0098053
                     61,                0.94771,                0.62934,                 1.1542,                0.98734,                0.96254,                0.97126,                0.73123,                0.91089,                 0.6571,                 1.1943,               0.009802,               0.009802,               0.009802
                     62,                0.95925,                0.65542,                  1.166,                0.93456,                0.93827,                0.94663,                0.67713,                0.99221,                0.94888,                 1.2682,              0.0097987,              0.0097987,              0.0097987
                     63,                0.89368,                0.60938,                 1.1315,                0.92617,                0.91358,                0.93381,                0.66609,                 1.0131,                0.79415,                 1.3091,              0.0097954,              0.0097954,              0.0097954
                     64,                0.91703,                0.61532,                 1.1591,                0.97154,                0.90123,                 0.9197,                0.69181,                0.91429,                0.64452,                 1.1393,              0.0097921,              0.0097921,              0.0097921
                     65,                0.93214,                0.60309,                  1.125,                0.93641,                0.93827,                0.95051,                0.70643,                0.90523,                0.56143,                 1.1654,              0.0097888,              0.0097888,              0.0097888
                     66,                  1.007,                0.66049,                 1.1829,                0.98618,                0.88121,                0.94769,                 0.7203,                0.88296,                0.58784,                 1.1746,              0.0097855,              0.0097855,              0.0097855
                     67,                0.93578,                0.62314,                 1.1349,                0.89534,                0.96296,                0.97294,                0.75841,                0.82121,                0.52717,                 1.1082,              0.0097822,              0.0097822,              0.0097822
                     68,                 0.9041,                0.65242,                 1.1482,                0.92761,                0.94926,                0.96851,                0.76527,                0.81199,                0.51471,                 1.0986,              0.0097789,              0.0097789,              0.0097789
                     69,                0.94765,                0.68065,                 1.1752,                0.91201,                0.90123,                0.93625,                 0.7091,                0.87177,                0.60226,                 1.1519,              0.0097756,              0.0097756,              0.0097756
                     70,                0.87369,                0.60515,                 1.1103,                0.90386,                0.80247,                  0.858,                0.66761,                0.92982,                0.79122,                 1.2176,              0.0097723,              0.0097723,              0.0097723
                     71,                0.93214,                 0.5965,                 1.1717,                 0.9108,                0.88248,                0.91917,                0.67143,                 0.9058,                0.68777,                 1.1515,               0.009769,               0.009769,               0.009769
                     72,                 0.9301,                0.59531,                 1.1615,                0.92752,                0.69136,                0.77753,                0.56577,                 1.0954,                 1.0668,                 1.4043,              0.0097657,              0.0097657,              0.0097657
                     73,                0.92633,                  0.614,                 1.1463,                0.93614,                0.75309,                0.86598,                 0.6277,                  1.074,                0.82535,                  1.315,              0.0097624,              0.0097624,              0.0097624
                     74,                0.90958,                0.60709,                 1.1452,                0.94391,                0.45679,                0.60513,                0.43667,                  1.406,                 1.7086,                 1.7658,              0.0097591,              0.0097591,              0.0097591
                     75,                0.89204,                0.58642,                 1.1316,                0.97315,                0.91358,                0.94971,                0.61644,                  1.187,                0.71007,                 1.4061,              0.0097558,              0.0097558,              0.0097558
                     76,                0.91823,                0.62629,                 1.1514,                0.93398,                0.87654,                0.91649,                0.61197,                 1.1161,                0.75816,                 1.2867,              0.0097525,              0.0097525,              0.0097525
                     77,                0.88875,                0.62254,                 1.1383,                0.93912,                0.95221,                0.96885,                 0.6923,                 1.0028,                0.53095,                 1.2375,              0.0097492,              0.0097492,              0.0097492
                     78,                0.89493,                0.58428,                 1.1245,                0.96845,                0.93827,                0.96934,                0.75301,                0.85112,                0.55954,                 1.1543,              0.0097459,              0.0097459,              0.0097459
                     79,                0.96185,                0.62044,                 1.2006,                0.94777,                0.87654,                0.95022,                0.73266,                0.82466,                 0.6056,                 1.1292,              0.0097426,              0.0097426,              0.0097426
                     80,                0.90751,                 0.5743,                 1.1617,                0.98695,                0.93391,                0.98779,                0.77526,                0.79596,                 0.4815,                 1.0895,              0.0097393,              0.0097393,              0.0097393
                     81,                 0.8956,                0.57275,                 1.1461,                0.84381,                0.60035,                0.71231,                0.45538,                 1.5215,                 1.0844,                 1.6929,               0.009736,               0.009736,               0.009736
                     82,                0.86252,                0.58242,                 1.1319,                0.84071,                0.81481,                 0.8537,                0.56209,                 1.2954,                  0.889,                 1.5581,              0.0097327,              0.0097327,              0.0097327
                     83,                 0.8851,                0.59921,                  1.132,                0.76853,                0.58025,                0.64245,                0.40484,                 1.6357,                 1.3413,                 2.0443,              0.0097294,              0.0097294,              0.0097294
                     84,                0.88215,                0.59577,                 1.1375,                0.98331,                0.90123,                0.97354,                0.70824,                0.90175,                0.51302,                 1.1971,              0.0097261,              0.0097261,              0.0097261
                     85,                0.90141,                0.57085,                 1.1335,                0.95191,                0.97531,                0.97794,                 0.7235,                0.88618,                0.47991,                 1.1728,              0.0097228,              0.0097228,              0.0097228
                     86,                0.86881,                0.58075,                 1.1188,                 0.9232,                0.95062,                0.95398,                0.71807,                0.89134,                0.58294,                 1.2089,              0.0097195,              0.0097195,              0.0097195
                     87,                0.84042,                0.59666,                 1.1314,                0.96955,                0.92593,                0.95886,                0.71246,                0.88999,                0.52729,                 1.1734,              0.0097162,              0.0097162,              0.0097162
                     88,                0.86888,                 0.5685,                 1.1361,                0.93665,                0.91273,                0.96605,                 0.7193,                0.87602,                0.62669,                 1.1857,              0.0097129,              0.0097129,              0.0097129
                     89,                0.85021,                0.56543,                 1.1143,                0.92734,                0.93827,                 0.9671,                0.72642,                0.83303,                 0.5689,                 1.1325,              0.0097096,              0.0097096,              0.0097096
                     90,                0.86701,                0.54842,                 1.1174,                0.98656,                0.90626,                0.98297,                0.73431,                0.83666,                0.51255,                 1.1678,              0.0097063,              0.0097063,              0.0097063
                     91,                 0.8563,                0.54518,                 1.1475,                0.98698,                0.93566,                0.95664,                0.71064,                0.85578,                0.51066,                 1.1721,               0.009703,               0.009703,               0.009703
                     92,                0.88875,                0.57571,                 1.1158,                0.92572,                0.92321,                0.95698,                 0.7239,                0.89236,                0.51786,                  1.139,              0.0096997,              0.0096997,              0.0096997
                     93,                 0.8125,                0.52751,                  1.079,                0.97425,                0.93429,                0.97915,                0.75848,                0.88607,                0.46238,                 1.1474,              0.0096964,              0.0096964,              0.0096964
                     94,                 0.9381,                0.58147,                 1.1884,                0.94714,                0.88487,                  0.951,                0.72875,                0.88828,                0.58706,                 1.1666,              0.0096931,              0.0096931,              0.0096931
                     95,                0.83494,                0.56481,                 1.1232,                0.90067,                0.75309,                0.79417,                 0.5693,                 1.1598,                  0.969,                 1.3773,              0.0096898,              0.0096898,              0.0096898
                     96,                0.83437,                 0.5519,                 1.1046,                0.92821,                0.85185,                0.92363,                0.70287,                0.88278,                0.66626,                 1.1592,              0.0096865,              0.0096865,              0.0096865
                     97,                0.87188,                0.56275,                 1.1245,                0.94517,                0.88889,                0.95163,                0.73461,                0.85183,                0.58183,                 1.1345,              0.0096832,              0.0096832,              0.0096832
                     98,                0.85525,                0.57281,                 1.1393,                0.95097,                0.90123,                 0.9497,                0.72791,                0.84857,                0.55592,                 1.1474,              0.0096799,              0.0096799,              0.0096799
                     99,                 0.8402,                0.54842,                 1.0956,                0.98256,                0.96296,                0.97429,                0.74278,                0.85573,                 0.5056,                 1.1565,              0.0096766,              0.0096766,              0.0096766
                    100,                0.87905,                0.57174,                 1.1596,                0.96381,                0.98636,                0.97611,                0.75327,                0.84067,                0.49021,                 1.1402,              0.0096733,              0.0096733,              0.0096733
                    101,                0.83422,                0.53978,                 1.1015,                0.93783,                0.98765,                0.97897,                0.76828,                0.79703,                0.55213,                 1.1267,                0.00967,                0.00967,                0.00967
                    102,                0.83275,                0.54002,                 1.1136,                0.98073,                0.96296,                0.97841,                0.73199,                0.88709,                0.52933,                 1.1853,              0.0096667,              0.0096667,              0.0096667
                    103,                 0.8548,                0.54877,                 1.1339,                0.98007,                0.90123,                0.97098,                0.70869,                 1.0121,                0.53441,                 1.2299,              0.0096634,              0.0096634,              0.0096634
                    104,                0.86979,                0.57845,                 1.1245,                0.97693,                0.95062,                  0.979,                 0.7462,                0.86626,                0.49334,                 1.1443,              0.0096601,              0.0096601,              0.0096601
